date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:04:22	41217/41217	---M-Z	200	added ('OK')	text/css	etag:%2251a189f-a101-5fe66e1b7cca9-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/css/build/elements/element-post-grid.css?ver=15.0.8	www.gmhkaia.com/wp-content/themes/salient/css/build/elements/element-post-gridd850.css	(from https://www.gmhkaia.com/)
03:04:23	10486/10486	---M-Z	200	added ('OK')	text/css	etag:%2251a18a3-28f6-5fe66e1b7cca9-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/css/build/elements/element-tabbed-section.css?ver=15.0.8	www.gmhkaia.com/wp-content/themes/salient/css/build/elements/element-tabbed-sectiond850.css	(from https://www.gmhkaia.com/)
03:04:24	39474/39474	---M-Z	200	added ('OK')	text/css	etag:%2251a18da-9a32-5fe66e1b7efd1-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/css/build/responsive.css?ver=15.0.8	www.gmhkaia.com/wp-content/themes/salient/css/build/responsived850.css	(from https://www.gmhkaia.com/)
03:04:25	39297/39297	---M-Z	200	added ('OK')	text/css	etag:%2251a18d1-9981-5fe66e1b7ebe9-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/css/build/plugins/flickity.css?ver=15.0.8	www.gmhkaia.com/wp-content/themes/salient/css/build/plugins/flickityd850.css	(from https://www.gmhkaia.com/)
03:04:26	15069/15069	---M-Z	200	added ('OK')	text/css	etag:%2251a18d3-3add-5fe66e1b7ebe9-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/css/build/plugins/select2.css?ver=4.0.1	www.gmhkaia.com/wp-content/themes/salient/css/build/plugins/select2f39e.css	(from https://www.gmhkaia.com/)
03:04:27	55477/55477	---M-Z	200	added ('OK')	text/css	etag:%2251a18ab-d8b5-5fe66e1b7d479-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/css/build/skin-material.css?ver=15.0.8	www.gmhkaia.com/wp-content/themes/salient/css/build/skin-materiald850.css	(from https://www.gmhkaia.com/)
03:04:28	7980/7980	---M-Z	200	added ('OK')	text/css	etag:%2250408b2-1f2c-602dcd71dc159-gzip%22	https://www.gmhkaia.com/wp-content/uploads/salient/menu-dynamic.css?ver=32759	www.gmhkaia.com/wp-content/uploads/salient/menu-dynamic2a99.css	(from https://www.gmhkaia.com/)
03:04:29	39738/39738	---M-Z	200	added ('OK')	text/css	etag:%2252614db-9b3a-5fe66e2ba7140-gzip%22	https://www.gmhkaia.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=6.9.1	www.gmhkaia.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min4d80.css	(from https://www.gmhkaia.com/)
03:04:30	187644/187644	---M-Z	200	added ('OK')	text/css	etag:%2251a16e0-2dcfc-600716dc2fd15-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/css/salient-dynamic-styles.css?ver=91930	www.gmhkaia.com/wp-content/themes/salient/css/salient-dynamic-styles5ecc.css	(from https://www.gmhkaia.com/)
03:04:31	11613/11613	---M-Z	200	added ('OK')	application/javascript	etag:%225082aea-2d5d-60751278cb81d-gzip%22	https://www.gmhkaia.com/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.min.js?ver=8.20.1	www.gmhkaia.com/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.min8471.js	(from https://www.gmhkaia.com/)
03:04:32	89815/89815	---M-Z	200	added ('OK')	application/javascript	etag:%22f60f4e-15ed7-5f667d23f9540-gzip%22	https://www.gmhkaia.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.4	www.gmhkaia.com/wp-includes/js/jquery/jquery.min5aed.js	(from https://www.gmhkaia.com/)
03:04:33	13424/13424	---M-Z	200	added ('OK')	application/javascript	etag:%22f60f40-3470-5f40e4dc48ec0-gzip%22	https://www.gmhkaia.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	www.gmhkaia.com/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from https://www.gmhkaia.com/)
03:04:35	84033/84033	---MC-	200	added ('OK')	application/json	date:Wed,%2008%20Nov%202023%2009:20:35%20GMT	https://www.gmhkaia.com/wp-json/wp/v2/pages/441	www.gmhkaia.com/wp-json/wp/v2/pages/441.json	(from https://www.gmhkaia.com/)
03:04:35	804/804	---M-Z	200	added ('OK')	text/xml	date:Wed,%2008%20Nov%202023%2009:20:37%20GMT	https://www.gmhkaia.com/xmlrpc.php?rsd	www.gmhkaia.com/xmlrpc0db0.php	(from https://www.gmhkaia.com/)
03:04:36	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22ea2c8d-415-4ed4785da9bc0-gzip%22	https://www.gmhkaia.com/wp-includes/wlwmanifest.xml	www.gmhkaia.com/wp-includes/wlwmanifest.xml	(from https://www.gmhkaia.com/)
03:04:37	216331/216331	---MC-	200	added ('OK')	application/json	date:Wed,%2008%20Nov%202023%2009:20:37%20GMT	https://www.gmhkaia.com/wp-json/	www.gmhkaia.com/wp-json/index.html	(from https://www.gmhkaia.com/)
03:04:38	2390/2390	---MC-	200	added ('OK')	application/json	date:Wed,%2008%20Nov%202023%2009:20:38%20GMT	https://www.gmhkaia.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.gmhkaia.com%2F	www.gmhkaia.com/wp-json/oembed/1.0/embed3be6.json	(from https://www.gmhkaia.com/)
03:04:38	2458/2458	---M-Z	200	added ('OK')	text/xml	date:Wed,%2008%20Nov%202023%2009:20:39%20GMT	https://www.gmhkaia.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.gmhkaia.com%2F&format=xml	www.gmhkaia.com/wp-json/oembed/1.0/embed9a6b	(from https://www.gmhkaia.com/)
03:04:39	860/860	---M--	200	added ('OK')	image/png	etag:%225041fb7-35c-5fea17f0e0da5%22	https://www.gmhkaia.com/wp-content/uploads/2023/06/cropped-Kaia-favicon-32x32.png	www.gmhkaia.com/wp-content/uploads/2023/06/cropped-Kaia-favicon-32x32.png	(from https://www.gmhkaia.com/)
03:04:40	4563/4563	---M--	200	added ('OK')	image/png	etag:%225041fb4-11d3-5fea1812caf47%22	https://www.gmhkaia.com/wp-content/uploads/2023/06/cropped-Kaia-favicon-192x192.png	www.gmhkaia.com/wp-content/uploads/2023/06/cropped-Kaia-favicon-192x192.png	(from https://www.gmhkaia.com/)
03:04:41	4312/4312	---M--	200	added ('OK')	image/png	etag:%225041fb5-10d8-5fea1812e2e19%22	https://www.gmhkaia.com/wp-content/uploads/2023/06/cropped-Kaia-favicon-180x180.png	www.gmhkaia.com/wp-content/uploads/2023/06/cropped-Kaia-favicon-180x180.png	(from https://www.gmhkaia.com/)
03:04:42	9589/9589	---M--	200	added ('OK')	image/png	etag:%2259c2b85-2575-5ffffb09509a0%22	https://www.gmhkaia.com/wp-content/uploads/2023/07/Kaia-logo-fulll-b-1-half.png	www.gmhkaia.com/wp-content/uploads/2023/07/Kaia-logo-fulll-b-1-half.png	(from https://www.gmhkaia.com/)
03:04:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Nov%202023%2009:20:44%20GMT	https://www.gmhkaia.com/residences	www.gmhkaia.com/residences	(from https://www.gmhkaia.com/)
03:04:44	92538/92538	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Nov%202023%2009:20:45%20GMT	https://www.gmhkaia.com/contact-us/	www.gmhkaia.com/contact-us/index.html	(from https://www.gmhkaia.com/)
03:04:45	161015/161015	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Nov%202023%2009:20:45%20GMT	https://www.gmhkaia.com/residences/	www.gmhkaia.com/residences/index.html	(from https://www.gmhkaia.com/)
03:04:46	627661/627661	---M--	200	added ('OK')	image/jpeg	etag:%2259c2e6c-993cd-60022c6f10c6d%22	https://www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-res-01-3.jpg	www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-res-01-3.jpg	(from https://www.gmhkaia.com/)
03:04:47	634450/634450	---M--	200	added ('OK')	image/jpeg	etag:%2259c0653-9ae52-600955d508fd0%22	https://www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-res-01-4.jpg	www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-res-01-4.jpg	(from https://www.gmhkaia.com/)
03:04:47	487546/487546	---M--	200	added ('OK')	image/jpeg	etag:%2259c2e44-7707a-60022c63dd073%22	https://www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-res-021-3.jpg	www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-res-021-3.jpg	(from https://www.gmhkaia.com/)
03:04:48	640197/640197	---M--	200	added ('OK')	image/jpeg	etag:%2259c2e30-9c4c5-60022c5a0f32e%22	https://www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-res-03-3.jpg	www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-res-03-3.jpg	(from https://www.gmhkaia.com/)
03:04:50	548679/548679	---M--	200	added ('OK')	image/jpeg	etag:%2259c2e1c-85f47-60022c54d19cb%22	https://www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-res-04-3.jpg	www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-res-04-3.jpg	(from https://www.gmhkaia.com/)
03:04:51	700040/700040	---M--	200	added ('OK')	image/jpeg	etag:%2259c14b0-aae88-5ffff3408dfc7%22	https://www.gmhkaia.com/wp-content/uploads/2023/07/KAIA-1-Site-Views-02-1.jpg	www.gmhkaia.com/wp-content/uploads/2023/07/KAIA-1-Site-Views-02-1.jpg	(from https://www.gmhkaia.com/)
03:04:54	289660/289660	---M--	200	added ('OK')	image/jpeg	etag:%2259c26ac-46b7c-5ffff3b53ba25%22	https://www.gmhkaia.com/wp-content/uploads/2023/07/KAIA-4-Courtyard-11-01.jpg	www.gmhkaia.com/wp-content/uploads/2023/07/KAIA-4-Courtyard-11-01.jpg	(from https://www.gmhkaia.com/)
03:04:54	355288/355288	---M--	200	added ('OK')	image/jpeg	etag:%2259c25a4-56bd8-5ffff3797b59d%22	https://www.gmhkaia.com/wp-content/uploads/2023/07/KAIA-2-Social-Areas-04-1.jpg	www.gmhkaia.com/wp-content/uploads/2023/07/KAIA-2-Social-Areas-04-1.jpg	(from https://www.gmhkaia.com/)
03:04:55	668727/668727	---M--	200	added ('OK')	image/jpeg	etag:%2259c2d7b-a3437-60022a0897453%22	https://www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-text-2-2.jpg	www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-text-2-2.jpg	(from https://www.gmhkaia.com/)
03:04:57	137380/137380	---M--	200	added ('OK')	image/jpeg	etag:%225041e6c-218a4-5fe66e187561a%22	https://www.gmhkaia.com/wp-content/uploads/2021/11/kiril-dobrev-8cQpL8kGqso-unsplash.jpg	www.gmhkaia.com/wp-content/uploads/2021/11/kiril-dobrev-8cQpL8kGqso-unsplash.jpg	(from https://www.gmhkaia.com/)
03:04:58	369670/369670	---M--	200	added ('OK')	image/jpeg	etag:%2259c16b4-5a406-5ff927dcc8b45%22	https://www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-act-03.jpg	www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-act-03.jpg	(from https://www.gmhkaia.com/)
03:04:58	260937/260937	---M--	200	added ('OK')	image/jpeg	etag:%2259c168e-3fb49-5ff927d6e075a%22	https://www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-act-01.jpg	www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-act-01.jpg	(from https://www.gmhkaia.com/)
03:04:58	1045787/1045787	---M--	200	added ('OK')	image/jpeg	etag:%2259c2e07-ff51b-60022a14c5837%22	https://www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-text-1-2.jpg	www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-text-1-2.jpg	(from https://www.gmhkaia.com/)
03:05:02	312162/312162	---M--	200	added ('OK')	image/jpeg	etag:%2259c16c7-4c362-5ff927dfcc354%22	https://www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-act-04.jpg	www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-act-04.jpg	(from https://www.gmhkaia.com/)
03:05:02	276193/276193	---M--	200	added ('OK')	image/jpeg	etag:%2259c16a1-436e1-5ff927d9a8a2b%22	https://www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-act-02.jpg	www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-act-02.jpg	(from https://www.gmhkaia.com/)
03:05:03	285232/285232	---M--	200	added ('OK')	image/jpeg	etag:%2259c16da-45a30-5ff927e2bf992%22	https://www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-act-05.jpg	www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-act-05.jpg	(from https://www.gmhkaia.com/)
03:05:03	450149/450149	---M--	200	added ('OK')	image/jpeg	etag:%2259c2590-6de65-5ffff37569551%22	https://www.gmhkaia.com/wp-content/uploads/2023/07/KAIA-2-Social-Areas-03-1.jpg	www.gmhkaia.com/wp-content/uploads/2023/07/KAIA-2-Social-Areas-03-1.jpg	(from https://www.gmhkaia.com/)
03:05:03	102865/102865	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Nov%202023%2009:21:02%20GMT	https://www.gmhkaia.com/kaia/crafting-sustainability-kaias-blueprint/	www.gmhkaia.com/kaia/crafting-sustainability-kaias-blueprint/index.html	(from https://www.gmhkaia.com/)
03:05:04	366032/366032	---M--	200	added ('OK')	image/jpeg	etag:%2259c16ed-595d0-5ff927e5e509c%22	https://www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-act-06.jpg	www.gmhkaia.com/wp-content/uploads/2023/07/kaia-home-act-06.jpg	(from https://www.gmhkaia.com/)
03:05:05	477055/477055	---M--	200	added ('OK')	image/jpeg	etag:%2259c257c-7477f-5ffff370d2be0%22	https://www.gmhkaia.com/wp-content/uploads/2023/07/KAIA-2-Social-Areas-02-2.jpg	www.gmhkaia.com/wp-content/uploads/2023/07/KAIA-2-Social-Areas-02-2.jpg	(from https://www.gmhkaia.com/)
03:05:05	102166/102166	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Nov%202023%2009:21:04%20GMT	https://www.gmhkaia.com/kaia/about-us-gmh-development/	www.gmhkaia.com/kaia/about-us-gmh-development/index.html	(from https://www.gmhkaia.com/)
03:05:05	102945/102945	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Nov%202023%2009:21:04%20GMT	https://www.gmhkaia.com/kaia/a-lifestyle-destination-reimagined/	www.gmhkaia.com/kaia/a-lifestyle-destination-reimagined/index.html	(from https://www.gmhkaia.com/)
03:05:06	102103/102103	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Nov%202023%2009:21:04%20GMT	https://www.gmhkaia.com/kaia/welcome-to-kaia-a-new-way-of-living/	www.gmhkaia.com/kaia/welcome-to-kaia-a-new-way-of-living/index.html	(from https://www.gmhkaia.com/)
03:05:06	24778/24778	---M-Z	200	added ('OK')	text/css	etag:%2251a1883-60ca-5fe66e1b7bd09-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/css/build/style-non-critical.css?ver=15.0.8	www.gmhkaia.com/wp-content/themes/salient/css/build/style-non-criticald850.css	(from https://www.gmhkaia.com/)
03:05:07	150831/150831	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Nov%202023%2009:21:06%20GMT	https://www.gmhkaia.com/sustainable-design/	www.gmhkaia.com/sustainable-design/index.html	(from https://www.gmhkaia.com/)
03:05:07	137033/137033	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Nov%202023%2009:21:06%20GMT	https://www.gmhkaia.com/location/	www.gmhkaia.com/location/index.html	(from https://www.gmhkaia.com/)
03:05:08	141750/141750	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Nov%202023%2009:21:06%20GMT	https://www.gmhkaia.com/gallery/	www.gmhkaia.com/gallery/index.html	(from https://www.gmhkaia.com/)
03:05:08	34885/34885	---M-Z	200	added ('OK')	text/css	etag:%2251a18df-8845-5fe66e1b7fb89-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/css/font-awesome.min.css?ver=4.7.1	www.gmhkaia.com/wp-content/themes/salient/css/font-awesome.min6996.css	(from https://www.gmhkaia.com/)
03:05:08	157768/157768	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Nov%202023%2009:21:06%20GMT	https://www.gmhkaia.com/lifestyle-destination/	www.gmhkaia.com/lifestyle-destination/index.html	(from https://www.gmhkaia.com/)
03:05:09	13897/13897	---M-Z	200	added ('OK')	text/css	etag:%2251a18d2-3649-5fe66e1b7ebe9-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/css/build/plugins/jquery.fancybox.css?ver=3.3.1	www.gmhkaia.com/wp-content/themes/salient/css/build/plugins/jquery.fancybox3d36.css	(from https://www.gmhkaia.com/)
03:05:10	100685/100685	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Nov%202023%2009:21:08%20GMT	https://www.gmhkaia.com/about-us/	www.gmhkaia.com/about-us/index.html	(from https://www.gmhkaia.com/)
03:05:10	102250/102250	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Nov%202023%2009:21:08%20GMT	https://www.gmhkaia.com/news/	www.gmhkaia.com/news/index.html	(from https://www.gmhkaia.com/)
03:05:10	121339/121339	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Nov%202023%2009:21:08%20GMT	https://www.gmhkaia.com/team/	www.gmhkaia.com/team/index.html	(from https://www.gmhkaia.com/)
03:05:10	22606/22606	---M-Z	200	added ('OK')	text/css	etag:%2251a18b7-584e-5fe66e1b7d861-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/css/build/off-canvas/core.css?ver=15.0.8	www.gmhkaia.com/wp-content/themes/salient/css/build/off-canvas/cored850.css	(from https://www.gmhkaia.com/)
03:05:11	10770/10770	---M-Z	200	added ('OK')	application/javascript	etag:%2252e0a90-2a12-60888f6915558-gzip%22	https://www.gmhkaia.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.8.2	www.gmhkaia.com/wp-content/plugins/contact-form-7/includes/swv/js/index080f.js	(from https://www.gmhkaia.com/)
03:05:12	12943/12943	---M-Z	200	added ('OK')	application/javascript	etag:%2251a0f5e-328f-60888f6914d88-gzip%22	https://www.gmhkaia.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.8.2	www.gmhkaia.com/wp-content/plugins/contact-form-7/includes/js/index080f.js	(from https://www.gmhkaia.com/)
03:05:13	2392/2392	---M-Z	200	added ('OK')	application/javascript	etag:%2251c4096-958-5fe66e1f5eb67-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/jquery.easing.min.js?ver=1.3	www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/jquery.easing.min4e44.js	(from https://www.gmhkaia.com/)
03:05:14	2711/2711	---M-Z	200	added ('OK')	application/javascript	etag:%2251c409c-a97-5fe66e1f5ef4f-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/jquery.mousewheel.min.js?ver=3.1.13	www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/jquery.mousewheel.mina9d5.js	(from https://www.gmhkaia.com/)
03:05:15	1880/1880	---M-Z	200	added ('OK')	application/javascript	etag:%2251a1c36-758-5fe66e1f60aa7-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/js/build/priority.js?ver=15.0.8	www.gmhkaia.com/wp-content/themes/salient/js/build/priorityd850.js	(from https://www.gmhkaia.com/)
03:05:16	7204/7204	---M-Z	200	added ('OK')	application/javascript	etag:%2251c408f-1c24-5fe66e1f5e397-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/intersection-observer.min.js?ver=2.6.2	www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/intersection-observer.min61da.js	(from https://www.gmhkaia.com/)
03:05:17	7416/7416	---M-Z	200	added ('OK')	application/javascript	etag:%2251c40d4-1cf8-5fe66e1f606bf-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/transit.min.js?ver=0.9.9	www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/transit.mine2dc.js	(from https://www.gmhkaia.com/)
03:05:18	8999/8999	---M-Z	200	added ('OK')	application/javascript	etag:%2251c40d7-2327-5fe66e1f60aa7-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/waypoints.js?ver=4.0.2	www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/waypoints05da.js	(from https://www.gmhkaia.com/)
03:05:19	5594/5594	---M-Z	200	added ('OK')	application/javascript	etag:%225261822-15da-5fe66e35a195d-gzip%22	https://www.gmhkaia.com/wp-content/plugins/salient-portfolio/js/third-party/imagesLoaded.min.js?ver=4.1.4	www.gmhkaia.com/wp-content/plugins/salient-portfolio/js/third-party/imagesLoaded.mineda1.js	(from https://www.gmhkaia.com/)
03:05:20	2245/2245	---M-Z	200	added ('OK')	application/javascript	etag:%2251c409e-8c5-5fe66e1f5f337-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/hoverintent.min.js?ver=1.9	www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/hoverintent.min3aa8.js	(from https://www.gmhkaia.com/)
03:05:21	68265/68265	---M-Z	200	added ('OK')	application/javascript	etag:%2251c40d2-10aa9-5fe66e1f602d7-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/jquery.fancybox.min.js?ver=3.3.8	www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/jquery.fancybox.minb186.js	(from https://www.gmhkaia.com/)
03:05:22	17741/17741	---M-Z	200	added ('OK')	application/javascript	etag:%2251c40a3-454d-5fe66e1f5fb07-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/anime.min.js?ver=4.5.1	www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/anime.min8686.js	(from https://www.gmhkaia.com/)
03:05:23	1661/1661	---M-Z	200	added ('OK')	application/javascript	etag:%2251a1c31-67d-5fe66e1f5dfae-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/js/build/elements/nectar-text-inline-images.js?ver=15.0.8	www.gmhkaia.com/wp-content/themes/salient/js/build/elements/nectar-text-inline-imagesd850.js	(from https://www.gmhkaia.com/)
03:05:24	122445/122445	---M-Z	200	added ('OK')	application/javascript	etag:%2251c40a0-1de4d-5fe66e1f5f71f-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/flickity.min.js?ver=2.3	www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/flickity.mina361.js	(from https://www.gmhkaia.com/)
03:05:25	6614/6614	---M-Z	200	added ('OK')	application/javascript	etag:%2251c4097-19d6-5fe66e1f5eb67-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/stickkit.js?ver=1.0	www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/stickkit5152.js	(from https://www.gmhkaia.com/)
03:05:26	5692/5692	---M-Z	200	added ('OK')	application/javascript	etag:%2251c4090-163c-5fe66e1f5e397-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/superfish.js?ver=1.5.8	www.gmhkaia.com/wp-content/themes/salient/js/build/third-party/superfish0322.js	(from https://www.gmhkaia.com/)
03:05:28	360344/360344	---MCZ	200	added ('OK')	application/javascript	etag:%2251a1c3e-57f98-5fe66e1f6165f-gzip%22	https://www.gmhkaia.com/wp-content/themes/salient/js/build/init.js?ver=15.0.8	www.gmhkaia.com/wp-content/themes/salient/js/build/initd850.js	(from https://www.gmhkaia.com/)
03:05:28	9375/9375	---M-Z	200	added ('OK')	application/javascript	etag:%2252032ee-249f-5fe66e20e9bdf-gzip%22	https://www.gmhkaia.com/wp-content/plugins/salient-core/js/third-party/touchswipe.min.js?ver=1.0	www.gmhkaia.com/wp-content/plugins/salient-core/js/third-party/touchswipe.min5152.js	(from https://www.gmhkaia.com/)
